pclass,age,sibsp,parch,fare,sex_female,sex_male,embarked_C,embarked_Q,embarked_S
2.1505058,40.19077,0.0010387597,0.11262312,5.0163765,0.0036068857,0.9980031,0.00030085444,0.018444061,0.9994277
2.6858342,32.396942,0.056310415,0.027082974,4.779173,0.0012793243,0.99877405,0.0007214546,0.016190618,0.99996054
1.1757139,40.378757,6.9139205e-06,0.051008638,1.695387,0.00063067675,0.9996814,6.249547e-05,0.019475013,0.9998172
1.0515087,45.279995,2.9563686e-05,0.011147792,3.3196642,7.042289e-05,0.9998733,0.000261873,0.012058735,0.9993294
2.5730724,25.37683,0.52651787,0.15624762,15.419468,0.0071784854,0.99602675,0.00076565146,0.048287034,0.99992996
2.541633,20.82136,0.19638014,0.4329883,8.102741,0.009015858,0.99927545,0.0006580949,0.021640182,0.99999785
2.7569442,26.520662,0.71793985,0.22547975,20.296326,0.0026617646,0.99611586,0.00056159496,0.014161915,0.9999694
1.1672386,43.51839,9.608247e-05,0.032352444,3.7242243,0.0008686483,0.9992472,4.9442053e-05,0.005234182,0.99932885
1.0021333,43.425713,8.273103e-05,0.23826887,27.269993,0.0008497536,0.9997859,0.0002605021,0.0052785873,0.99992526
2.9994018,19.788721,0.44755194,0.015222604,0.6637784,0.0005803108,0.9991827,6.41346e-05,0.02191627,0.99999166
2.9998648,15.76754,7.3170247,0.11432236,4.2592716,0.0029705167,0.9992844,0.00012782216,0.0050706565,0.9999999
2.9997058,44.75623,0.0021898744,0.00094002,0.5147954,0.0009637475,0.99968255,2.476573e-05,0.015036225,0.9999944
1.0097752,42.934216,4.0054103e-05,0.1640822,45.07377,0.000582546,0.99985874,0.00015375018,0.008277535,0.9999158
2.9599268,27.611155,0.14733338,0.14909777,5.391016,0.003904879,0.99648106,0.00053697824,0.01610589,0.999892
2.9896135,26.537966,0.116490364,0.066665076,4.4824123,0.004260093,0.9992968,0.0002554059,0.030462354,0.99989635
1.8147615,24.044577,0.010217428,0.21428044,4.7391605,0.0030807853,0.9992786,0.00046363473,0.032331914,0.9998946
1.0023763,36.75275,2.3820024e-07,0.01145428,0.7543622,5.9843063e-05,0.99989974,9.000301e-05,0.002505362,0.9997779
2.797129,34.0974,1.1995091,2.5239797,68.22056,0.014932901,0.9935235,0.00066518784,0.012519807,0.99999416
2.9977155,15.791995,4.2904797,0.06497493,22.76142,0.0065414906,0.9971405,0.00028055906,0.017842561,0.9999976
2.2871509,32.451073,0.040002346,0.07202106,22.2125,0.0027763247,0.99872804,0.00038859248,0.01123637,0.99996364
2.9988058,27.719528,0.5366881,0.0555945,7.3656235,0.0026954412,0.99868506,0.00021645427,0.013544112,0.9999727
2.5213802,37.740032,0.008296251,0.05177718,6.2000866,0.004584104,0.99857485,0.0007894635,0.0143561065,0.99980533
2.9840474,30.734976,0.32296965,0.2737078,17.153017,0.005761951,0.99641955,0.0011021793,0.013460606,0.9999601
1.4700837,38.156185,0.0006151197,0.26194438,7.6573925,0.0008702576,0.9999001,0.0005196631,0.041692346,0.99987113
1.0660125,39.38427,2.3820024e-07,0.006618972,0.3066236,7.021427e-05,0.9999651,6.8843365e-06,0.011807948,0.99991393
1.0603751,45.409386,0.00022268273,0.09324949,15.999559,0.0018744767,0.99933755,0.00016224384,0.010441393,0.99988174
2.7449872,35.90624,0.12999249,0.29280657,11.479826,0.00264287,0.99799037,0.0013327897,0.0042843223,0.999993
1.4200308,40.300278,0.002093315,0.25817746,40.384552,0.0025822222,0.9996833,7.677078e-05,0.04040134,0.9987699
2.6054003,41.265266,0.0109725,0.09290405,3.9353487,0.0020585358,0.99803364,0.00042277575,0.0334695,0.9996848
2.8958745,35.631264,0.013380736,0.024064774,5.346575,0.006846845,0.9970193,0.00053298473,0.027125746,0.9995543
2.9103093,28.68438,0.656775,0.9667253,94.45307,0.0038073957,0.9990716,0.00020512938,0.032679528,0.99960697
2.986394,24.827438,0.572562,0.13180736,8.502096,0.0038317442,0.99561304,0.0010458827,0.03779456,0.99987483
1.3812338,44.024666,0.00016999223,0.033207174,30.665041,0.001385808,0.99862933,7.456541e-05,0.0075208545,0.99998415
2.9955149,32.760067,0.17629504,0.17260714,14.355827,0.0058820844,0.9972551,0.0004094541,0.014937937,0.9999937
2.9312975,24.481737,0.049640894,0.009522195,0.53240025,0.0008556247,0.9993689,0.0004478693,0.0060846806,0.9999927
2.639366,27.873678,0.33347294,0.10928481,10.662518,0.0033946335,0.9982243,0.0036180615,0.008505017,0.99984616
2.996068,16.282253,6.356111,0.24811383,14.354698,0.0004209876,0.99969685,0.00071293116,0.0035601556,0.9999999
1.5540146,37.43359,0.003900051,0.062694125,31.069115,0.0035143197,0.9997705,0.00034818053,0.004165411,0.99997085
2.0926304,33.95669,0.0141534805,0.04371464,30.511087,0.0011398196,0.99832314,0.00042831898,0.013029933,0.9998209
2.9972246,16.768806,1.8750561,0.1145223,5.9650745,0.012355834,0.9931413,0.0005376041,0.024468422,0.999954
1.0200385,34.325577,0.0004889963,0.33435202,29.965124,0.00060635805,0.9992723,0.00022500753,0.0052034855,0.9999809
1.0025016,33.172176,0.00012969949,0.3318025,25.830643,0.0010221303,0.9989213,0.0007304251,0.02341649,0.9973382
2.9641745,20.55616,7.055544,0.7345335,24.45733,0.003460765,0.99760973,0.0019516051,0.005212128,0.9999995
2.0508263,40.20604,0.0024547575,0.14834458,11.245909,0.0073928535,0.9990028,0.0006130934,0.02114597,0.9996557
2.998932,23.231127,0.70258164,0.1590119,11.227308,0.005071014,0.998434,0.00015488267,0.007458985,0.999998
2.9930613,25.358301,3.7776842,1.0056964,57.161068,0.010385126,0.9995203,9.891391e-05,0.010373712,0.999998
2.9986684,23.21653,0.022168845,0.012653227,0.29184166,0.0011118054,0.99939644,0.000103354454,0.015414268,0.99992365
2.9680173,40.848537,0.00034594513,0.008397813,5.5759945,0.0007227361,0.99891555,1.9937754e-05,0.016187966,0.99986327
1.0663089,35.438168,0.017382383,0.2615887,19.104704,0.0073652565,0.9981389,0.00027483702,0.011173457,0.9998951
1.2265393,40.7567,0.0013005731,0.22886431,13.75552,0.0020593703,0.99952674,0.00053325295,0.00604704,0.99968624
1.0246714,39.465855,1.7881175e-05,0.20708926,5.143751,0.00011250377,0.99983066,0.00019159913,0.01431188,0.9995973
2.9873958,10.615129,4.2653933,0.26555765,9.115097,0.0012275875,0.9990318,0.00036117435,0.012019277,0.99988794
2.655282,24.793592,0.029937029,0.41410464,4.2740383,0.005195588,0.99502784,0.00037887692,0.06084135,0.99947494
1.1136262,34.563652,0.048160315,1.0985478,88.18164,0.00093355775,0.9995301,0.0006736815,0.018612921,0.99925655
1.072065,41.55091,0.0002582071,0.15640014,13.424999,0.00052404404,0.9988282,0.00046744943,0.011218488,0.9990622
2.9979827,26.718958,4.8461957,0.08665537,6.25004,0.0025289357,0.99877614,0.0006016195,0.029156178,0.99996555
3.0,6.6042976,7.9767575,0.027133936,2.1716254,0.00018298626,0.9999734,1.4007092e-06,0.0010099411,1.0
2.8759003,27.664265,0.057412863,0.23595089,13.421104,0.0036137402,0.99941814,0.0006863475,0.022097737,0.9998654
2.9886315,18.16571,2.8631258,0.2332669,4.146261,0.005235076,0.9991901,0.000813961,0.005215019,0.99999714
2.82049,36.482212,0.059972286,0.15643859,9.590019,0.003097266,0.9990623,0.0005913377,0.02567938,0.99907774
1.012059,41.156025,0.0001235006,0.40577495,7.6025734,0.00028711557,0.9998734,0.00029817224,0.0055983067,0.9999018
2.9618592,23.39165,5.6015954,0.7637016,72.46277,0.0035158992,0.99764955,0.0013464689,0.019865751,0.9998836
2.9662673,33.63839,0.044826508,0.07780268,5.1341953,0.0025866032,0.998779,0.0007147193,0.009781271,0.9999852
2.9952343,15.731097,1.0588242,0.13018137,5.64946,0.0023880303,0.9993815,0.00011408329,0.018680513,0.9999342
1.1769961,31.658659,0.0031878648,0.11738705,11.307859,0.0027912855,0.9947566,0.0032384992,0.022161722,0.9980296
2.7355561,40.487534,0.17174006,0.2341345,10.2213,0.0035107434,0.99698615,0.0006659627,0.012084782,0.999994
1.3038685,30.774576,0.004206419,0.12904555,2.6411192,0.0020775795,0.9996388,9.1671944e-05,0.013686866,0.99999106
2.9599493,32.952106,0.18194962,0.24456938,15.675943,0.005157292,0.99880767,0.0010499656,0.015724003,0.99997276
2.9965997,17.899828,3.5534375,0.26028246,10.1081505,0.0027219057,0.9988543,0.00039339066,0.013160557,0.9999319
2.7392702,27.741688,0.013398647,0.047769602,10.903763,0.0016889274,0.998055,0.0014002621,0.03592041,0.99943864
2.9999125,19.030405,4.7317905,0.024723703,2.9777472,0.0014604926,0.99943924,0.00011304021,0.0068573356,0.999994
2.998515,12.482899,7.5146422,0.32751635,10.7379265,0.0037252307,0.99873567,0.0008433759,0.016189128,0.9999861
2.920786,29.486633,0.6304183,1.2756978,34.40033,0.023802608,0.99489856,0.0005917847,0.020661175,0.99989104
1.0642371,32.579624,0.016900301,0.26664966,10.9471245,0.0014910996,0.9979726,0.00096553564,0.007183671,0.99998045
2.9776838,40.52874,7.033326e-05,0.011729146,3.302296,0.0035713613,0.9997568,8.5532665e-06,0.011460513,0.9997891
2.9999738,15.166441,4.0916305,0.033709135,3.0227396,0.006594956,0.9993241,3.3169985e-05,0.0036489367,0.9999991
1.1244204,36.51461,0.009262323,0.7382743,23.244719,0.0049957335,0.99831367,0.0008224547,0.015139699,0.9998473
2.2086852,21.736023,2.8990655,2.7651582,32.922497,0.0024900138,0.9983401,0.0015189052,0.005783081,0.9999892
2.6626475,32.002384,0.038088292,0.054627474,6.589056,0.005436212,0.9988512,0.00063857436,0.017528415,0.9997462
2.999986,12.037205,7.6343455,0.16054165,30.533401,0.0031414926,0.9995905,9.781122e-05,0.015378416,0.99999934
1.0612867,33.881893,0.0004777906,0.37747929,32.091843,0.0029530227,0.9982418,9.414554e-05,0.023823947,0.99988914
2.992743,26.645084,0.63046026,0.31050843,15.908035,0.0024095774,0.9994879,0.00023183227,0.025314063,0.9995556
2.920161,27.502382,0.007679224,0.11102127,6.4184074,0.010941416,0.9930292,0.00015509129,0.02022037,0.99994564
2.9898086,25.752123,0.05366087,0.0059629334,0.53658116,0.0014833212,0.99956024,0.00017306209,0.010978699,0.99991024
2.9998994,22.115126,2.464256,0.023494894,4.6553707,0.0014563501,0.99949056,3.1888485e-05,0.015656412,0.99999607
1.0803744,35.550037,6.628015e-05,0.0676732,3.0786936,0.00028553605,0.9999144,0.00022739172,0.014615178,0.9999989
2.9989395,20.627687,5.8286214,0.12386172,16.568748,0.0019606352,0.99702424,0.00013193488,0.014159501,0.999974
2.9999666,14.308615,6.824871,0.103983365,8.604107,0.0033000112,0.9988049,0.0002233386,0.011266023,0.9999994
2.0862882,27.538174,0.009070158,0.41567212,16.49091,0.004401028,0.99874955,0.00027236342,0.011013091,0.9998789
2.7839758,35.866657,0.03500843,0.18100782,11.49975,0.0048807263,0.9978186,0.00023558736,0.010498285,0.99999636
2.9106653,25.744041,0.870991,0.10196292,6.928787,0.00073570013,0.99559116,0.000587672,0.01143989,0.9999917
2.9975529,28.543703,0.07949373,0.024578327,5.600668,0.00555107,0.9990066,0.00011751056,0.046575397,0.9998113
2.9985247,13.560347,4.2602496,0.72415817,18.95884,0.0041133165,0.9994131,0.00014388561,0.020004421,0.9999782
2.9980822,24.960365,1.5360199,0.07469683,5.6395035,0.00097358227,0.9994019,5.993247e-05,0.0076036453,0.99968183
2.9613912,26.461296,0.8305311,0.43834147,22.474218,0.0027337372,0.99904937,0.000862062,0.01425904,0.9997128
2.9996254,12.986317,7.3470454,0.19855341,57.356228,0.003244102,0.99973726,0.0010647178,0.014420986,0.9999888
1.144506,34.24457,0.00050687767,0.095745556,10.422823,0.0032418072,0.9987308,0.0005495548,0.06845629,0.99977887
1.0001631,38.904766,5.7218276e-06,0.102213256,22.54853,2.6792288e-05,0.9999161,7.1674585e-05,0.020066261,0.9997092
2.9281447,28.112371,0.22017598,0.14302146,46.570763,0.0031060278,0.9985744,0.0009199381,0.060788542,0.9998985
2.77295,44.86479,0.0013809202,0.059274163,6.100622,0.0022257566,0.9971951,0.00012585521,0.014747888,0.9986522
2.9985504,18.745115,4.710178,0.040521767,3.1923602,0.010597438,0.9986583,0.00032895803,0.030553669,0.9999893
2.833414,28.573902,0.05347392,0.2201838,16.338411,0.0031130612,0.9996318,0.0005065203,0.010244012,0.999992
1.0168389,49.829838,0.00086593605,0.880809,127.798,0.00021350384,0.9998734,0.0003812611,0.0119461715,0.99964345
2.9856436,35.5675,0.3911254,0.047362264,10.1952305,0.0024765134,0.9992908,0.0004387796,0.035719335,0.99999326
2.989025,31.509739,0.46946764,0.15840304,22.622929,0.0021293163,0.9996065,9.518862e-05,0.01841405,0.9999155
1.4678886,36.28557,0.00020265557,0.1301651,10.710688,0.0066820085,0.99951494,0.0001808703,0.02425611,0.999788
2.7367759,41.70823,0.12979984,0.60911715,47.094273,0.0054425895,0.99671376,0.0012842119,0.028179288,0.9998907
2.9990747,12.172783,6.0702405,0.30708256,10.885593,0.0038245916,0.9992238,9.5546246e-05,0.018882155,0.9999736
2.09241,38.634377,0.0007882116,0.022372121,3.8055365,0.00012588501,0.99972636,0.00042650104,0.01271075,0.99822533
2.9998012,16.025082,2.53622,0.034115013,6.162941,0.0027740896,0.9988408,4.7713518e-05,0.009699553,0.9999997
2.843252,34.096733,0.017793387,0.30854148,25.21811,0.0062924623,0.9987871,0.00027668476,0.015198708,0.999973
1.3045083,36.411724,0.08078766,1.4026171,44.145863,0.0034332275,0.999268,0.0018575191,0.039065897,0.9977367
1.9693459,28.380196,0.22881863,1.5492331,44.263504,0.0012550056,0.99740636,0.0012163222,0.017880112,0.99973416
2.9876454,30.494926,0.03399825,0.021388644,3.603432,0.0019587874,0.99920714,0.0007651746,0.035534352,0.9999113
1.362259,37.671894,9.1790935e-05,0.037882622,1.0476285,0.0020997822,0.999601,0.00020185113,0.024160385,0.9999249
2.979341,32.84603,0.01747799,0.035923388,3.8392165,0.0053251684,0.99975383,0.0003515482,0.029346645,0.9997865
2.9893126,16.64037,5.6540008,1.4146117,32.205315,0.0042539537,0.9997102,0.0015689135,0.032578766,0.999996
2.9857464,30.110657,1.9226192,0.25833395,5.235855,0.0039663315,0.9994196,0.00025376678,0.01871404,0.9999933
2.998717,25.745232,0.21076012,0.03578424,4.7141876,0.0041354597,0.99986583,7.05719e-05,0.0043608546,0.99999917
2.963498,26.394638,0.5109601,0.055887755,38.01273,0.0003440082,0.9991974,0.00097587705,0.030333012,0.9994617
2.9745502,22.718155,0.14612126,0.14119166,13.387016,0.010478258,0.9987803,0.0005386174,0.04507199,0.99989414
2.8963866,34.05953,0.004390478,0.0423623,7.5662994,0.001971364,0.99789083,0.00029355288,0.022762984,0.99976504
2.9966836,28.425611,0.33397508,0.17747696,7.1195564,0.0029353797,0.9993195,0.00045406818,0.021088421,0.999858
2.9479873,14.238582,6.066351,0.79522794,46.886196,0.010102749,0.99446005,0.00243932,0.020598948,0.9998727
1.0862924,31.131311,0.001229286,0.18306275,9.061438,0.00081798434,0.9992676,0.00016462803,0.0038761497,0.9999914
2.9999738,11.785391,7.957613,0.35947433,25.100336,0.00036275387,0.9998648,0.00010943413,0.014293104,1.0
1.2161535,37.69058,0.001185417,0.08400109,40.534462,0.0067850053,0.9993847,0.0004208088,0.016008824,0.99882853
2.6692119,39.677315,0.06760836,1.3169571,88.34445,0.0025509,0.99961364,6.738305e-05,0.006549418,0.99999845
1.7899917,29.375013,0.027833462,0.5239488,7.74629,0.003269583,0.99731606,0.0020871758,0.020330608,0.9998703
1.0401353,42.692802,4.553773e-05,0.6576728,31.059992,0.0010189116,0.99951804,6.484985e-05,0.004585445,0.9991431
2.9991996,20.819578,3.5220802,0.2028739,37.80162,0.012230158,0.9991996,0.000105679035,0.008345693,0.9999897
1.0001653,43.495724,5.483409e-06,0.13299966,93.033585,0.00040093064,0.99990666,4.4196844e-05,0.0016742647,0.99999535
2.9833386,37.850777,0.013183355,0.04134571,6.5101433,0.009263158,0.99948096,6.7561865e-05,0.0042512715,0.9999981
2.9992957,17.308973,3.7648606,0.39360666,43.572746,0.011574596,0.99938005,0.00020313263,0.04719934,0.9999833
2.8488863,34.564056,0.65565705,0.3332466,18.517395,0.0050017834,0.9937706,0.0027345717,0.031795233,0.9999823
1.7587682,30.970142,0.012315035,0.084527336,3.2507136,0.00065749884,0.9976299,0.0001912713,0.0034398437,0.9999491
1.0012381,44.007923,-2.1833202e-10,0.012012179,0.6527997,1.7017126e-05,0.99990475,2.655387e-05,0.0027218163,0.9996902
1.0165845,43.350002,0.00027057505,0.13596708,5.8239346,0.0005659163,0.9997592,0.00046813488,0.005673468,0.99978423
1.0034876,31.631437,4.0528976e-06,0.42643636,16.7999,0.0001887083,0.99981284,0.00010570884,0.0107237995,0.9997761
2.9402022,14.0768175,7.6386375,1.4508271,24.68605,0.0011392832,0.9979237,0.0011409521,0.0074816644,0.99999845
1.4428337,39.15392,0.0003354249,0.061868366,9.718458,0.0031717718,0.99972904,0.00031414628,0.024734408,0.99870616
1.7281084,43.10425,0.030787706,0.16927618,12.515163,0.0012909174,0.9977122,0.00036293268,0.005724281,0.9998945
2.7850933,24.016438,0.51793313,0.19564804,8.351488,0.0016785562,0.9989623,0.002084583,0.028512776,0.9999808
2.99963,30.50349,0.040693045,0.0720826,9.126415,0.0013136268,0.9994134,3.811717e-05,0.005085498,0.9999961
1.0176015,49.277798,4.9352428e-05,0.25773543,27.64124,0.00020048022,0.99982655,0.00017654896,0.035288215,0.9996525
1.3757112,34.96709,0.13662386,0.27058697,51.197876,0.0053049624,0.9931537,0.0011869371,0.005467981,0.9998911
2.7933242,35.001137,0.12044811,0.26991624,3.537985,0.009590179,0.99716246,0.0009274781,0.010406882,0.9999472
2.9631543,20.47874,2.488957,0.5374067,17.568571,0.0051898956,0.99752355,0.00082463026,0.016394168,0.9999709
1.2642262,34.897934,0.0042414665,0.14605772,4.5789814,0.0024638176,0.9990328,0.0010236502,0.023376107,0.9997126
1.1659008,38.26667,0.00022578218,0.2047325,11.196465,0.001157254,0.9982157,0.00055655837,0.06517711,0.99823153
1.6876287,44.203594,0.00010228135,0.03543287,1.4640867,0.00047075748,0.9996832,0.00020119548,0.018615752,0.9999316
1.006802,41.24645,8.553048e-06,0.030962372,6.95282,0.00067690015,0.9998083,6.4611435e-05,0.009333283,0.9993545
2.4930806,18.186737,3.3713622,1.2575173,61.8497,0.0011970699,0.99953026,0.00050899386,0.014123976,0.9999932
2.7124352,40.521057,0.038696766,0.36417997,28.546898,0.0046108365,0.99756503,0.0011003315,0.040842235,0.9998883
2.9979165,36.03323,1.2232184,0.1032454,27.407,0.0068440437,0.9952319,0.00057661533,0.008164346,0.99999416
